id,question,answer,requires_supplemental,relevant_passages
12-12.3-q2,"Read *Poindexter v. State*, 153 S.W. 3d 402 (2005). In *Poindexter*, the defendant purchased cocaine from a confidential informant inside his house. After the defendant left, a subsequent law enforcement search uncovered the cocaine inside a tin breath mints can hidden in the ceiling of the master bedroom closet. The defendant was convicted at trial, but the appellate court reversed, based on the fact that another individual was seen on the premises, so there was *insufficient* proof of the defendant’s possession. Did the Court of Criminal Appeals of Texas affirm the court’s reversal? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=10968287895213637721&q= possession+of+drugs+roommate+control+%22joint+possession%22&hl=en&as\_sdt=2,5&as\_ylo=2002](http://scholar.google.com/scholar_case?case=10968287895213637721&q=possession+of+drugs+roommate+control+%22joint+possession%22&hl=en&as_sdt=2,5&as_ylo=2002).","The Court of Criminal Appeals of Texas reversed, holding that evidence of the cocaine’s presence in a hidden location accessible only to someone exercising control over the house, the defendant’s ownership of the house, and evidence that the cocaine was conveniently accessible to the defendant was sufficient to convict the defendant of possession of cocaine.",True,['12-12.3' '12-12.3-q2-supp-1']
12-12.3-q3,"Read *People v. Watson*, No. 90962 (Ohio 2120 2009). In *Watson*, the defendant was convicted of compelling prostitution. The defendant appealed on the grounds that the proper interpretation of compelling prostitution under the Ohio statute requires force, duress, or coercion and the defendant merely arranged it so that the prostitute had no money for shelter, clothes, and food if she did not continually commit prostitution. Did the Court of Appeals of Ohio uphold the defendant’s conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=5203798681398361958&q= prostitution+client+acquitted+%22convicted+of+prostitution+%22&hl=en&as\_sdt=2,5&as\_ylo=2002](http://scholar.google.com/scholar_case?case=5203798681398361958&q=prostitution+client+acquitted+%22convicted+of+prostitution+%22&hl=en&as_sdt=2,5&as_ylo=2002).","The Court of Appeals of Ohio reversed, finding no evidence of force, duress, or coercion because the prostitute’s testimony indicated that “nothing would happen” if she refused to turn money earned from prostitution over to the defendant.",True,['12-12.3' '12-12.3-q3-supp-1']
12-12.2-q1,A law enforcement officer arrests a group of individuals for standing outside a Jewish temple with signs that indicate a disbelief in the holocaust. The officer tells the individuals that he is arresting them for unlawful assembly. What are some potential constitutional problems with this arrest?,"The First Amendment protects an individual’s right to stand in a public place and hold a sign as long as the sign is not *obscene*, *fighting words*, or a *true threat*. Signs indicating a disbelief in the holocaust are most likely upsetting to Jewish individuals attending temple, but they must constitute fighting words or a true threat if they are to be constitutionally prohibited. If the law enforcement officer arrests the individuals for unlawful assembly pursuant to a statute that arguably prohibits such conduct, the statute is subject to constitutional attack under the **First Amendment** or for **overbreadth**.",False,['12-12.2']
12-12.2-q2,"Read *Ortiz v. NYS Parole in Bronx*, 586 F.3d 149 (2009). In *Ortiz*, the defendant was found guilty of several counts of riot under New York’s first-degree riot statute for conduct that occurred *after* he left the scene of the riot. Did the US Court of Appeals for the Second Circuit uphold the defendant’s conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=2710893752280724993&q= %22riot+statute%22&hl=en&as\_sdt=2,5&as\_ylo=2002](http://scholar.google.com/scholar_case?case=2710893752280724993&q=%22riot+statute%22&hl=en&as_sdt=2,5&as_ylo=2002).","The US Court of Appeals for the Second Circuit upheld the defendant’s conviction. The court held that the lower court’s interpretation of New York’s first-degree riot statute did not violate **due process** by denying the defendant notice that his conduct was criminal, even though the interpretation extended the statute’s reach by including conduct that occurred *after* the defendant left the scene of the riot.",True,['12-12.2' '12-12.2-q2-supp-1']
12-12.2-q3,"Read *People v. Englebrecht*, 88 Cal. App. 4th 1236 (2001). Did the California Court of Appeal hold that the defendant, an alleged gang member, had the right to a jury trial on the issue of his gang membership for the purpose of a civil gang injunction? The case is available at this link: [http://scholar.google.com/scholar\_case?case=449430704300565285&q= unconstitutional+%22civil+gang+injunction%22&hl=en&as\_sdt=2,5&as\_ylo=1997](http://scholar.google.com/scholar_case?case=449430704300565285&q=unconstitutional+%22civil+gang+injunction%22&hl=en&as_sdt=2,5&as_ylo=1997).",The California Court of Appeal held that the defendant was not entitled to a jury trial on his gang membership for purposes of a civil gang injunction because of the **civil** nature of the action and the fact that his *physical liberty* was not directly at stake.,True,['12-12.2' '12-12.2-q3-supp-1']
13-13.1-q1,Stephanie stands in front of a mosque and advocates for the overthrow of the US government. Is Stephanie committing **sedition**? Why or why not?,Stephanie has not committed **sedition** because she did not advocate for the use of *force* or *violence* or the commission of an *unlawful* act. Stephanie’s speech is most likely protected because she might be envisioning a peaceful government overthrow by legitimate means.,False,['13-13.1']
13-13.1-q2,"Read *U.S. v. Kabat*, 797 Fed.2d 580 (1986). Did the US Court of Appeals for the Eighth Circuit uphold the defendants’ convictions for sabotage when, as nuclear protestors, they intentionally damaged US missiles? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=5276967647790252481&q= sabotage+%222155%22&hl=en&as\_sdt=2,5&as\_ylo=1992](http://scholar.google.com/scholar_case?case=5276967647790252481&q=sabotage+%222155%22&hl=en&as_sdt=2,5&as_ylo=1992).","The US Court of Appeals for the Eighth Circuit upheld the defendants’ convictions for **sabotage**, stating that the specific intent or purposely to impede the US national defense could be gleaned from the defendants’ conduct in deliberately damaging the missiles.",True,['13-13.1' '13-13.1-q2-supp-1']
13-13.1-q3,"Read *In re Squillacote*, 790 A.2d 514 (2002). Did the District of Columbia Court of Appeals hold that conspiracy to commit espionage and attempted espionage are crimes of **moral turpitude** that could support the defendant’s disbarment? The case is available at this link: [http://scholar.google.com/scholar\_case?case=8408409521873710428&q= espionage+%22793%22&hl=en&as\_sdt=2,5&as\_ylo=2000](http://scholar.google.com/scholar_case?case=8408409521873710428&q=espionage+%22793%22&hl=en&as_sdt=2,5&as_ylo=2000).","The District of Columbia Court of Appeals upheld the defendant’s disbarment based on convictions for crimes of moral turpitude, and stated that other than *treason*, no act was more base, vile, or depraved than an intentional act to breach the confidentiality of national defense secrets that have come into the hands of an individual.",True,['13-13.1' '13-13.1-q3-supp-1']
13-13.3-q1,"Susannah, a Hollywood movie star, is a witness in a civil personal injury case. Susannah saw a car accident and is subpoenaed to testify that the defendant was at fault. After the court commissioner administers an oath to tell the truth, Susannah takes the witness stand. She knows the case will generate significant publicity, so Susannah shaves ten years off of her age when asked routine background questions by the prosecutor. If Susannah is thereafter caught in this lie and prosecuted for **perjury**, what will be the primary issue in her perjury prosecution? How will this issue be resolved?","The primary issue in Susannah’s perjury prosecution is the **materiality** of her false statement made under oath in a judicial proceeding. While Susannah was asked her age during routine background questions, her lie might *still* be material if her advanced age affected her vision because Susannah is testifying about an important personal observation. In many jurisdictions, the trier of fact, which could be a **jury**, determines the materiality of this statement.",False,['13-13.3']
13-13.3-q2,"Read *State v. Carr*, 172 Conn. 458 (1977). In this case, the defendant was convicted of bribery when he paid an undercover detective to refrain from investigating narcotics crimes in the area. The defendant appealed, claiming the jury should have been instructed on the lesser included offense of offering gifts to state police officers. Did the Supreme Court of Connecticut uphold the defendant’s bribery conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=14705028387089517508&q= %22State+v.+Carr%22&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=14705028387089517508&q=%22State+v.+Carr%22&hl=en&as_sdt=2,5).","The Supreme Court of Connecticut upheld the defendant’s bribery conviction, holding that offering gifts to state police officers is not a lesser included offense of bribery because it requires **specific** intent, and bribery under Connecticut law is *not* a specific intent crime.",True,['13-13.3' '13-13.3-q2-supp-1']
13-13.3-q3,"Read *People v. Silverberg*, 771 N.Y.S. 2d 274 (2003). In this case, the defendant was convicted of witness tampering for a single telephone call he made to an attorney that implied he would send letters to a grievance committee if the attorney did not drop charges against him. Did the Supreme Court of New York uphold the defendant’s conviction? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=3089258849772766127&q= %22witness+tampering%22&hl=en&as\_sdt=4,33&as\_ylo=2003](http://scholar.google.com/scholar_case?case=3089258849772766127&q=%22witness+tampering%22&hl=en&as_sdt=4,33&as_ylo=2003).","The New York Supreme Court reversed the defendant’s conviction because the defendant did not have a complaint filed against him, so the “witness” was not *about* to testify in a judicial proceeding, which is required under the witness tampering statute.",True,['13-13.3' '13-13.3-q3-supp-1']
